优化策略,训练集稀有样本数（优化前）,训练集稀有样本数（优化后）,测试集稀有样本数,整体RMSE变化,整体R²变化,稀有样本RMSE变化
稀有类别过采样（放大2倍）,930,1860,229,-1345.17美元（-4.67%）,0.0098（1.1%）,-1379.36美元（-4.5%）
